Colleges,State
"Anand Education College (AEC), Anand",['Gujarat']
Smt. G.N. Pandya B.Ed. College,['Gujarat']
Sheth Motilal Nathabhai Contractor College Of Education,['Gujarat']
"Arts College of Limkheda (ACL), Dahod",['Gujarat']
S.L.U.Arts and H. & .P Thakore Commerce College for Women,['Gujarat']
Arpit College Of Education,['Gujarat']
R.G.Barot Of Education College,['Gujarat']
Smt. M.M. Shah Mahila Arts College,['Gujarat']
Gujarat Homoeopathic College,['Gujarat']
DNP Arts & Commerce College,['Gujarat']
Shri Anand Institute of Nursing,['Gujarat']
Manish Institute Of Computer Studies,['Gujarat']
Nilkanth M.Ed College,['Gujarat']
Grow More Institute of Computer Application (B.C.A),['Gujarat']
Smt.B.C.J.College of Education,['Gujarat']
"Anand Institute of Information Science (AIIS), Anand",['Gujarat']
Vivekananda College Of Computer Science & Management,['Gujarat']
I.J. Patel B.Ed College,['Gujarat']
Shree Uttar Gujarat BBA & BCA College,['Gujarat']
Shikshan Bharti College of Education,['Gujarat']
Dr. V.R. Godhaniya B.Ed. College,['Gujarat']
K K Shashtri Goverment Science College,['Gujarat']
F.D. Arts & Commerce College for Women,['Gujarat']
Kheda Arts and Commerce College,['Gujarat']
Shree Saraswati Shikshan Mahavidhyalaya,['Gujarat']
Sardar Patel B.Ed And M.Ed College,['Gujarat']
Smt. K.C.M. Shah B.Ed. College,['Gujarat']
Amity B.Ed College,['Gujarat']
Shri M.D. Mehta Mahila B.Ed. College,['Gujarat']
Shri V. J. Patel College of Physical Education,['Gujarat']
Charutar Vidyamandal's H.M. Patel Institute of English Training & Research,['Gujarat']
"Ambaba Commerce College & Maniba Institute of Business Management (ACCMIBM), Surat",['Gujarat']
Smt. J.J. Kundalia Graduate Teacher's College,['Gujarat']
"Anand Mercantile College of Science, Management & Computer Technology",['Gujarat']
C.U. Shah Physiotherapy College,['Gujarat']
Rama Manubhai Desai College of Music and Dance,['Gujarat']
Shri R.K Parikh Arts & Science College,['Gujarat']
Mahila Education (B.Ed.) College,['Gujarat']
Shree G.K. and C.K. Bosamia Arts and Commerce College,['Gujarat']
"College of Education (CE), Patan",['Gujarat']
Shri Swaminarayan Gurukul (B.Ed College),['Gujarat']
Babu Madhav Institute of Information Technology,['Gujarat']
School of Fashion Design & Technology,['Gujarat']
Shree Mahaveer B.Ed College,['Gujarat']
"Ash B.Ed. College (ABC), Visnagar",['Gujarat']
"Amarjyot M.Ed College (AC), Himat Nagar",['Gujarat']
J.S.S Kriteeti. B.Ed. College,['Gujarat']
"District Institute of Education & Training (DIET), Surat",['Gujarat']
"District Institute of Education and Training (DIET), Rajkot",['Gujarat']
Indu Nursing School,['Gujarat']
Manish Ashokbhai Parikh Fine Arts & Arts college,['Gujarat']
SCOPA Surat,['Gujarat']
Udhna Citizen Commerce College & SPBCA & UACCAIT,['Gujarat']
Shree Kadva Patidar Kanya Kelavani Mandal,['Gujarat']
Mother Terrasa College of Nursing,['Gujarat']
"Bhulabhai Vanmalibhai Patel Institute of Business Management, Computer & Information Technology",['Gujarat']
Shrimad Rajchandra College of Physiotherapy,['Gujarat']
Maa Ashapura Educational Complex,['Gujarat']
Chitrini Nursing College for Women,['Gujarat']
Government Education College,['Gujarat']
"District Institute of Education and Training (DIET), Panchmahal",['Gujarat']
Akshar Mahila B.Ed College,['Gujarat']
Shree Narmada College of Education,['Gujarat']
Shree M.L. Kakadiya MCA Mahila College,['Gujarat']
Shree Sahajanand Institute of Physiotherapy,['Gujarat']
SID Surat,['Gujarat']
SRS College of Physiotherapy,['Gujarat']
City Pulse Institute of Film & Television,['Gujarat']
Divyachetna College of BCA,['Gujarat']
B.Ed. College Shamlaji,['Gujarat']
Smt.V.V.Shah M.Sc(CA&IT) Institute,['Gujarat']
Shri Saraswati College of Education,['Gujarat']
Shri C. J. Patel College of Computer Studies,['Gujarat']
Shri J.M. Patel Arts & Smt. M.N. Patel Commerce Mahila College,['Gujarat']
Lokniketan Shikshan Mahavidyalaya,['Gujarat']
"Amulba B.Ed. College (ABC), Patan",['Gujarat']
Ratanba College of Education,['Gujarat']
BMCB College of Nursing,['Gujarat']
Takshashilaa College,['Gujarat']
Joitiba College Of Nursing,['Gujarat']
Vinayaka Institute of IT & Management,['Gujarat']
"Ahmedabad Institute of Nursing Sciences (AINS), Ahmedabad",['Gujarat']
Government Nursing College,['Gujarat']
Shantiniketan Nursing College,['Gujarat']
S.D.Solanki Institute Computer Study BCA College,['Gujarat']
Shree Bharatimaiya College Of Optometry & Physiotherapy,['Gujarat']
Shree Shankar Institute Of Education Society,['Gujarat']
M.M. Singhi Institute of Nursing,['Gujarat']
Swami Narayanswarup B.Ed. College,['Gujarat']
Sardar Patel Educational Institute,['Gujarat']
Mahila Arts and Commerce College,['Gujarat']
S.S.Patel College Of Education,['Gujarat']
Narsinhbhai Institute of Computer Studies and Management,['Gujarat']
Hindi Teachers Training College,['Gujarat']
Shri Laxminarayan Dev College of Computer Applications,['Gujarat']
Institute of Science & Technology for Advanced Studies & Research,['Gujarat']
Vinayaka Institute of Nursing,['Gujarat']
Smt. Kamlaben P. Patel College of Home - Science,['Gujarat']
Smt. S.I Patel Ipcowala College of Education,['Gujarat']
"District Institute of Education and Training (DIET), Mehsana",['Gujarat']
"District Institute of Education and Training (DIET), Ahmedabad",['Gujarat']
PG DEPARTMENT OF COMPUTER SCIENCE,['Gujarat']
RBIMS Ahmedabad,['Gujarat']
KNOWLEDGE INSTITUTE OF TECHNOLOGY AND ENGINEERING,['Gujarat']
"DEPARTMENT OF COMMERCE & MANAGEMENT, K.S.K.V. KACHCHH UNIVERSITY, BHUJ.",['Gujarat']
GOLDEN JUBILEE INSTITUTE OF MANAGEMENT AND TECHNOLOGY,['Gujarat']
Frameboxx Animation & Visual Effects Private Limited Surat,['Gujarat']
"FTV School of Performing Arts, Ahmedabad",['Gujarat']
Anand Agricultural University,['Gujarat']
IIHT,['Gujarat']
"V.S.Patel College Of Arts & Science (VSPCAS), Navsari",['Gujarat']
JSHM Vadodara,['Gujarat']
"Vibrant Campus
                        , Surat",['Gujarat']
Panache Academy Ahmedabad,['Gujarat']
JK College of Nursing,['Gujarat']
SHREE ARJUN LAW COLLEGE,['Gujarat']
SHREE J.S.PARMAR ARTS & COMMERCE COLLEGE-KODINAR,['Gujarat']
SHREE K M SAVJANI AND SHREEMATI K K SAVJANI COMMERCE COLLEGE,['Gujarat']
SMT. R.O.PATEL WOMEN'S MCA COLLEGE,['Gujarat']
SMT. VANITABEN BACHUBHAI NANDOLA MCA COLLEGE,['Gujarat']
VJKM INSTITUTE OF MANAGEMENT AND COMPUTER STUDIES,['Gujarat']
"GOVERNMENT MCA COLLEGE, MANINAGAR(EAST)",['Gujarat']
SHETH SHRI I M PATEL COLLEGE OF EDUCATION,['Gujarat']
Smt K B Dave College of Education (Med),['Gujarat']
Smt. Shantagauri Rasiklal Shah(Rangwala) College of Physiotherapy,['Gujarat']
THE NEW PROGRESSIVE COLLEGE TEACHERS EDUCATION,['Gujarat']
VRUNDAVAN MSC COLLEGE,['Gujarat']
"Panchshil College Of Education, Visnagar",['Gujarat']
RADHE BED COLLEGE HIRPURA,['Gujarat']
SHRI AMARDEEP EDU TRUST SANCHALIT BED COLLEGE,['Gujarat']
"Nirja Education Trust Sanchalit B.Ed and M.Ed College, Lunawada",['Gujarat']
RATNA PRABHA NURSING INSTITUTE,['Gujarat']
B. Ed. College,['Gujarat']
Degree College of Physical Education,['Gujarat']
The Mahemdabad Education Society B. Ed. College,['Gujarat']
Radhe B.Ed College,['Gujarat']
K.J. Institute of Nursing,['Gujarat']
KKM COLLEGE OF EDUCATION PILVAI,['Gujarat']
KTUVKM SHRI N S DESAI COLLEGE OF EDUCATION,['Gujarat']
L N PATEL EDUCATION COLLEGE,['Gujarat']
MED COLLEGE VADU,['Gujarat']
"Merchant Nursing College, Basna",['Gujarat']
Merchant Physiotherapy College,['Gujarat']
MSCT AVADH MAHAVIDHYALAYA BED COLLEGE VISNAGAR,['Gujarat']
KADVA PATEL BED COLLEGE,['Gujarat']
Sheth Shri I M Patel College of Education,['Gujarat']
Shri Ambalal M.Patel(Avni Seeds) Mahila Education College,['Gujarat']
SHRI MAHARSHI DAYANAND SARASWATI BED COLLEGE,['Gujarat']
M.B. Gohil Institute of Medical Science and Research center.,['Gujarat']
SHRI GHELIMA EDUCATION AND CHARITABLE TRUST SANCHALIT B ED COLLEGE VARDHARI,['Gujarat']
JAFRI BCA COLLEGE SADRANA,['Gujarat']
SHRI R J PATEL COLLEGE OF EDUCATION,['Gujarat']
SKET SHRI B J GADHAVI COLLEGE OF EDUCATION,['Gujarat']
VALIBA R PATEL B ED COLLEGE,['Gujarat']
Virpur Mahila Utkarsh B. Ed. College for Girls,['Gujarat']
"Shri V. S. Patel College of Arts & Science, Bilimora",['Gujarat']
"MATRUSHRI VRUJKUVERBEN MANGANLAL MEHTA COMPUTER SCIENCE AND MANAGEMENT COLLEGE, VAKANER",['Gujarat']
UMIYA EDUCATION TRUST B ED COLLEGE,['Gujarat']
"LAKULISH YOGA UNIVERSITY CONSTITUENT CENTRE, MALAV, PANCHMAHAL",['Gujarat']
"OM V.V.I.M. COLLEGE, MORBI",['Gujarat']
SHRI TEJENDRA PRASADJI B.ED. COLLEGE-CHARAVADA,['Gujarat']
SHRI B H DAVE COLLEGE OF EDUCATION  SAMI,['Gujarat']
"SMT. K. B. JOSHI SANSKRIT MAHAVIDYALAYA, BHARWADA",['Gujarat']
Smt. Jayaben Dhirajlal Thakkar (Pumpwala) B.Ed College,['Gujarat']
"SHREE ARYATEJ B.ED. COLLEGE, MORBI",['Gujarat']
"GHANTAKARNA MAHAVIR PHYSIOTHERAPY COLLEGE, GODHRA",['Gujarat']
Gopalak Vikas Mandal Mahila B. Ed. College,['Gujarat']
Gopalak Vikas Mandal M.Ed. College,['Gujarat']
SHRI JIVAN JYOT MSW COLLEGE,['Gujarat']
PRERNA INSTITUTE OF NURSING,['Gujarat']
S.N.M. Shah M.Ed. College,['Gujarat']
"INFOSYS PGDCA STUDY CENTER, VANSDA",['Gujarat']
MAHISAGAR SCIENCE COLLEGE,['Gujarat']
Nalanda B. Ed. College,['Gujarat']
"TRASWAD BED COLLEGE, TRASWAD",['Gujarat']
The New Progressive College Of Education (Med),['Gujarat']
UTTAR PURVA GUJARAT UCHCH KELAVANI MANDAL BED COLL,['Gujarat']
VJKMS BED COLLEGE VADU,['Gujarat']
VRUNDAVAN BCA COLLEGE GANESHPURA,['Gujarat']
Vrundavan Commerce College,['Gujarat']
ASIAN BCA COLLEGE VADALI,['Gujarat']
GOVERMENT ARTS & COMM COLLEGE KADOLI,['Gujarat']
GROW MORE DIPLOMA IN HEALTH AND SANITARY INSPECTOR,['Gujarat']
Sadbhav Institute of Nursing Rupal,['Gujarat']
SAMARTH VIVIVDHLAXI BED COLLEGE,['Gujarat']
ASIAN BSW COLLEGE,['Gujarat']
"EKTA TRUST SANCHALIT BCA COLLEGE, NAVIMETRAL",['Gujarat']
EXPERIMENTAL COLLEGE OF DIPLOMA IN HEALTH AND SANITARY INSPECTOR,['Gujarat']
"Experimental College of Education,Prantij",['Gujarat']
SARDAR PATEL KANYA KELVNI MANDAL B.ED.COLLEGE-     JAMKANDORANA,['Gujarat']
PANCHSHIL COLLEGE OF EDUCATION (B.ED.)-RAJKOT,['Gujarat']
SHREE HANSARAJBHAI SAVAJIBHAI RADADIYA NURSING COLLEGE,['Gujarat']
Shree Maruti Kelavani Mandal Managed B.Ed. College,['Gujarat']
"SHRI SANSKARDHAM B.ED. COLLEGE, RAJKOT",['Gujarat']
SHRI SHIPRA COLLEGE OF COMPUTER SCIENCE & TECH.-RAJKOT,['Gujarat']
SARDAR PATEL KELVANI MANDAL MAHILA B.ED.COLLEGE JETPUR,['Gujarat']
NKMS DIVYACHETANA BCA COLLEGE BHETALI,['Gujarat']
Shree Swaminarayan RP Badiyani And SR Bandiyani Institute Of Nursing,['Gujarat']
MURLIDHAR B.ED. COLLEGE-RAJKOT,['Gujarat']
"Shree Babdeshwar Sanskrit Mahavidyalaya, Porbandar",['Gujarat']
PEOPLE WELFARE SOC. MANAGED M.V.B. MANVAR B.ED. COLLEGE-DUMIYANI,['Gujarat']
"SHRI K V RAMANI MAHILA ARTS, COMMERCE COLLEGE, ATKOT",['Gujarat']
"SHRI SATYAPRAKASH COLLEGE OF MANAGEMENT AND COMPUTER SCIENCE, RAJKOT",['Gujarat']
"SRI MIRAMBICA B.ED. COLLEGE, RAJKOT",['Gujarat']
"SAMARTH COLLEGE OF COMPUTER APPLICATION HAJIPUR, HIMATNAGAR 556",['Gujarat']
VIVEKANAND INSTITUTE OF HOTEL & TOURISM MANAGEMENT -RAJKOT,['Gujarat']
ARVALLI BED COLLEGE VIJAYNAGAR,['Gujarat']
BHAGYALAXMI NURSING COLLEGE MODASA,['Gujarat']
RKM PGDCA TECHNICAL COLLEGE VIJAYANAGAR,['Gujarat']
"SDJ INTERNATIONAL COLLEGE, PALSANA",['Gujarat']
NIIS Institute of Information Sciences and Management,['Gujarat']
V S RAVAL INSTITUTION OF NURSING PRANTIJ,['Gujarat']
C. B. Patel Computer College & Jamanaben Narottambhai Motiram Patel Science College,['Gujarat']
Shri Odhavram Physiotherapy College,['Gujarat']
BHAGWAN MAHAVIR COLLEGE OF PHYSICAL EDUCATION,['Gujarat']
Smt. Vasantiben Ranchhodbhai Bhakta College Education,['Gujarat']
"LAKULISH YOGA UNIVERSITY CONSTITUENT CENTRE, SURAT",['Gujarat']
M. L. Parmar Charitable Trust BCA College,['Gujarat']
SHRI V S RAVAL EDUCATION COLLEGE PRANTIJ,['Gujarat']
Panache Academy Vadodara,['Gujarat']
SANSKRUTI COLLEGE OF MANAGEMENT I.T. COMMERCE & ARTS-SURENDRANAGAR,['Gujarat']
"SHREE A.V.J. OZA INSTITUTE OF B.ED. COLLEGE, LAKHTAR",['Gujarat']
"SMT. S.J.VARMORA B.B.A./B.C.A. MAHILA COLLEGE, WADHWANCITY",['Gujarat']
Snatak Adhyapan Mandir,['Gujarat']
ARUNABEN BHAKTA NURSING COLLEGE,['Gujarat']
"LAKULISH YOGA UNIVERSITY CONSTITUENT CENTRE, BARODA",['Gujarat']
Udhna Citizen Commerce College & S.P.B. College of Business Administration & Smt. Diwaliben Harjibhai Gondaliya College of BCA and IT,['Gujarat']
"LAKULISH YOGA UNIVERSITY CONSTITUENT CENTRE, JAKHAN, SURENDRANAGAR",['Gujarat']
PIONEER COLLEGE OF FIRE SAFETY,['Gujarat']
Smt. Tanuben and Dr. Manubhai Trivedi College of Information Science,['Gujarat']
Smt. K. B. Shah (Vadi Vihar) Science College,['Gujarat']
Sanskar B.Ed. College Pipaliya,['Gujarat']
V S RAVAL SCIENCE COLLEGE PRANTIJ,['Gujarat']
"Virohan Institute of Health & Management Sciences, IIIEM - Surat",['Gujarat']
ITM University Vadodara Powered by i Nurture,['Gujarat']
"Explorra School of Design & Technology, Surat",['Gujarat']
"Explorra School of Design & Technology, Ahmedabad",['Gujarat']
Sheltas Aviation Management Institute,['Gujarat']
"JD Institute of Fashion Technology, Surat
                        , Surat",['Gujarat']
"Prime Group of Institutions
                        (PIET)
                        , Surat",['Gujarat']
"Creation B.S.W. College
                        (CREATION COLLEGE)
                        , Rajkot",['Gujarat']
"Krantiguru Shyamji Krishna Verma Kachchh University
                        , Kachchh",['Gujarat']
Shri Arjun Arts and B.S.W. College,['Gujarat']
SHRI ARJUN B.ED. COLLEGE-SUPASI,['Gujarat']
Raj Krupa Institute of Nursing,['Gujarat']
SHREE V G SOLANKI COMMERCE COLLEGE DOLASA,['Gujarat']
"SHREE K.M. SAVJANI & SMT. K.K. SAVJANI B.B.A./B.C.A. COLLEGE,  VERAVAL",['Gujarat']
Shri Matruvandan B.Ed. College,['Gujarat']
SHASHIKALA AND DHANSUKHLAL DADARWALA NURSING COLLEGE,['Gujarat']
SHRI ARJUN B.Sc COLLEGE SUPASI,['Gujarat']
SOMNATH ARTS  & PHYS. EDUCATION COLLEGE-KODINAR,['Gujarat']
"SHRI UKABHAI DODIYA MAHILA B.ED. COLLEGE, VERAVAL",['Gujarat']
ANANYA COLLEGE OF AYURVED,['Gujarat']
"DR. BHARAT BARAD PGDCA STUDY CENTER, SUTRAPADA",['Gujarat']
"SMT. V.B. NANDOLA B.ED. COLLEGE, BHACHA TA.UNA",['Gujarat']
"Shree J S Parmar PGDCA Study Center, Kodinar",['Gujarat']
"SMT. V.B. NANDOLA COMPUTER SCIENCE COLLEGE, BHACHA",['Gujarat']
"D.K.V. ARTS & SCIENCE COLLEGE, JAMAGAR",['Gujarat']
Shri Jaysukhlal Vadhar Institute of Management Studies,['Gujarat']
SPORTS COLLEGE KODINAR,['Gujarat']
"GOVERNMENT PHYSIOTHERAPY COLLEGE, JAMNAGAR",['Gujarat']
"JOYANANDA COLLEGE OF EDUCATION, JAMANGAR",['Gujarat']
SHRI M.M.GHODASARA MAHILA ARTS & COMM.COLLEGE-JUNAGADH,['Gujarat']
"SHRI M.N. KAMPANI ARTS & A.K. SHAH COMMERCE COLLEGE, MANGROL",['Gujarat']
SHREE D K YADAV PGDCA STUDY CENTER,['Gujarat']
TAPOVAN COLLEGE OF EDUCATION,['Gujarat']
SGV NURSING COLLEGE DHROL,['Gujarat']
Shri Swami Narayan Physiotherapy College,['Gujarat']
SMT. SHANTABEN R.HERMA B.ED. COLLEGE-STAPAR,['Gujarat']
SIDDI VINAYAK COMMERCE & B.B.A.COLLEGE-JAMNAGAR,['Gujarat']
Innovative Arts and B.S.W. College,['Gujarat']
"SMT. MINAXIBEN SHANTIBHAI DAVE COLLEGE OF EDUCATION, JAMNAGAR",['Gujarat']
Shree Veljibhai Narshibhai Borad Mahila B.C.A. College,['Gujarat']
Saurashtra Education Trust,['Gujarat']
SMT VMCHANDERA ARTS COLLEGE DIVARANA DHAR,['Gujarat']
SMT V M CHANDERA SCIENCE COLLEGE LOEJ,['Gujarat']
YADAV B.ED. COLLEGE-MANGALPUR,['Gujarat']
"SMT V.M. CHANDERA ARTS & B.S.W. COLLEGE, LOEJ",['Gujarat']
"SANTSHRI SANDHYAGIRIBAPU SANSKRIT VED VIDYALAYA, SAMKHIYALI",['Gujarat']
Vinayaka College of Pure and Applied Science,['Gujarat']
Muktajivan Swamibapa Mahila Arts & Commerce College,['Gujarat']
"Brahmarshi Sanskrit Mahavidyalaya, Nadiad",['Gujarat']
Swami Gansyam Jivandasji Institute of Management and IT,['Gujarat']
Smt.V.D.Thacker College of Education,['Gujarat']
DISTRICT INSTITUTE OF EDUCATION & TRAINING KATHLAL KHEDA,['Gujarat']
shree M M Shah physiotherapy College,['Gujarat']
"DR JASUBHAI AND DR TARABEN AND DR DINESHBHAI GNM NURSING SCHOOL AND BSC NURSING COLLEGE,  KHERALU",['Gujarat']
Smt S. K. Shah(Chahwala) College of Education,['Gujarat']
"SHRI MANAVADAR KELAVANI MANDAL,J.M.PANERA SCIENCE COLLEGE-MANAVADAR",['Gujarat']
Shree Vivek Bharti B.Ed. College,['Gujarat']
Shri Saurbh Arts College-Gdu(Junagadh),['Gujarat']
Frameboxx Animation & Visual Effects Private Limited Vadodara,['Gujarat']
Footwear Design & Development Institute Ankleshwar,['Gujarat']
Gujarat Vidyapith,['Gujarat']
Central University of Gujarat,['Gujarat']
Drona Foundation - Kalyan Polytechnique B.Voc College,['Gujarat']
Drona Foundation - Noble University B.Voc College,['Gujarat']
Drona Foundation - Lokbharti B.Voc College,['Gujarat']
Drona Foundation - RKU B.Voc College,['Gujarat']
KJ Institute of Physiotherapy,['Gujarat']
Drona Foundation - Shanti Business School B.Voc College,['Gujarat']
Drona Foundation - Skybright B.Voc College,['Gujarat']
Drona Foundation - SOU B.Voc College,['Gujarat']
Drona Foundation - IQE B.Voc College,['Gujarat']
"NIDRT - Institute of Design, Research & Technology",['Gujarat']
Lords Institute of Management,['Gujarat']
SHRADDHA PGDMLT COLLEGE,['Gujarat']
SHRI T S PATEL BCA AND PGDCA COLLEGE AMBALIYARA,['Gujarat']
SRADDHA BCA COLLEGE BAYAD,['Gujarat']
LOKNIKETAN MAHAVIDHYALA RATANPUR,['Gujarat']
LOKNIKETAN MRS COLLEGE RATANPUR,['Gujarat']
SHREE NAVJIVAN BED COLLEGE,['Gujarat']
Shri Umiya Education B.Ed. College,['Gujarat']
SMT CHANDANBEN SHANTILAL SWARUPCHAND BCA COLLEGE DEESA,['Gujarat']
"SMT R.K.D. KHUNUSHIYA MED COLLEGE, PALANPUR",['Gujarat']
"Shree Ambika Sanskrit Mahavidyalaya, Ambaji",['Gujarat']
"College  of Education- Kharod, Ankleshwar",['Gujarat']
IQRA Science College,['Gujarat']
Darshan University,['Gujarat']
Asia Pacific Institute of Hotel Management,['Gujarat']
S.S.T.J. NURSING SCHOOL,['Gujarat']
"Shree Swaminarayan Institute of Nursing
                        (Swaminarayan Kamrej)
                        , Surat",['Gujarat']
Dalia Nursing College,['Gujarat']
"Shree Swaminarayan Nursing College, Vyara",['Gujarat']
"Shree Swaminarayan Nursing College, Chikhli",['Gujarat']
International Automobile Centre of Excellence,['Gujarat']
Indian Institute of Design,['Gujarat']
NODE Academy,['Gujarat']
SHREE THAKORBHAI PATEL ARTS AND COMMERCE COLLEGE ANKLESHWAR,['Gujarat']
GURJAR BHARATI B ED COLLEGE,['Gujarat']
SHREE SARASWATI ARTS COMMERCE AND SCIENCE COLLEGE MEMADPUR,['Gujarat']
Shree G.H. Sanghavi Shikshan Mahavidyalaya,['Gujarat']
"SMT S.R. MEHTA P.G.D.C.A STUDY CENTER, RAIYA",['Gujarat']
"Shree Radheshyam B.Ed, College",['Gujarat']
Shree Maruti Vidyamandir College of Business Management and Computer Science-B.C.A.,['Gujarat']
Shri Shah K.L Institute for the Deaf - Trust Teachers Training College,['Gujarat']
"SHREE SHARDAPEETH ARTS,COMM.& EDUCATION COLLEGE-DWARKA",['Gujarat']
Smt. L.L. Kakadia B.Ed. College,['Gujarat']
SMT KAMLABEN SHANTILAL KAPASHI B C A COLLEGE,['Gujarat']
GRAMSEVA MAHAVIDHYALAY GRMA BHARATI- AMRAPUR,['Gujarat']
Shri S. G. Rao College of Teacher Education,['Gujarat']
Smt. Santokben Shantilal Mohanlal Patel B. Ed. College,['Gujarat']
Hillwoods Academy Of Teacher Education,['Gujarat']
SARVODAY COLLEGE OF PHYSIOTHERAPY,['Gujarat']
Ananya College Of Physiotherapy,['Gujarat']
Sharda Adhyapan Mandir B.Ed. College,['Gujarat']
DHRUV-RUTVIJ COLLEGE OF EDUCATION,['Gujarat']
SMT S G RAO NURSING COLLEGE,['Gujarat']
"Shree Shankaracharya Abhinav Sacchidanand Teerth Sanskrit Mahavidyalaya, Dwarka",['Gujarat']
B M GONDIA BED COLLEGE,['Gujarat']
Government Physiotherapy College,['Gujarat']
Shri Kelavni Mandal Dhasa B.Ed. College,['Gujarat']
M.J.GORIYA ARTS & COMMERCE COLLEGE-JAMKHAMBHALIYA,['Gujarat']
"Government Arts & Commerce College, Bhilad, Umargam",['Gujarat']
R. K. Desai Achchhariwala College of Computer and Applied Sciences,['Gujarat']
"Shri Akhandvidhya Aranyak Gurukul B.Ed. College, Valsad",['Gujarat']
"LAKULISH YOGA UNIVERSITY CONSTITUENT CENTRE, KAYAVAROHAN, BARODA",['Gujarat']
"SHREE JAMBU BRAHMAN KANVA SANSKRIT MAHAVIDYALAYA, CHANDOD",['Gujarat']
Dr. Thakorbhai Patel Girls Commerce College,['Gujarat']
Junagadh Agricultural University (JAU),['Gujarat']
Navsari Agricultural University,['Gujarat']
"Columbus Travel Academy, Ahmedabad",['Gujarat']
AKAR COLLGEG OF PHYSIOTHERAPY,['Gujarat']
Apollo Institute of Physiotherapy,['Gujarat']
"Arush Physiotherapy College, Ahmedabad",['Gujarat']
KD INSTITUTE OF PHYSIOTHERAPY,['Gujarat']
"Smt. LP Patel Institute of Medical Laboratory Technology, Karamsad",['Gujarat']
Smt. Chandaben Mohanbhai Patel Institute of Computer Applications,['Gujarat']
"Knowledge Institute of Physiotherapy, Bakrol",['Gujarat']
Shri Bavisgam B.Ed.College,['Gujarat']
Sant Stifan Institute of Business Management and Technology,['Gujarat']
"Smt. Hiraba Motibhai Patel Institute of Performing Arts, Anand",['Gujarat']
The Sandipani Shikshan Mahavidyalay,['Gujarat']
UMA B ED COLLEGE,['Gujarat']
SHRI DHARMJIVANDASJI B.ED.COLLEGE-TARVADA,['Gujarat']
Smt. Ullasben Gordhandas College of Education,['Gujarat']
"SHRI MUKESH JANI B.ED. COLLEGE, AMRELI",['Gujarat']
SHREE K.P. DHOLAKIYA INFOTECH MAHILA COLLEGE-AMRELI,['Gujarat']
SMT. VASANTBEN N. VYAS B.ED COLLEGE AMRELI,['Gujarat']
YOGIJI MAHARAJ MAHAVIDYALAY MAHILA ARTS & COMM.COLLEGE-DHARI,['Gujarat']
"Polytechnic in Food Science and Home Economics , Anand",['Gujarat']
"Smt. Bhanumati Vrujlal Dhanak Arts, Commerce, Science & Management College - Bagasara",['Gujarat']
Sardargunj Mercantile Co. Op. Bank Ltd. (Anand) English Medium College,['Gujarat']
"Zydus School of Nursing, Anand",['Gujarat']
Matrushri Lalitaben Jamnadas Gandhi(Bakorwala) BCA and Dr. N.J. Shah Post GraduateD.C.A. College,['Gujarat']
LALITABA EDU TRUST SANCHALIT BED COLLEGE,['Gujarat']
VICTORIA JUBILEE COLLEGE OF PHYSIOTHERAPY,['Gujarat']
Satish Goswami College of Physiotherapy,['Gujarat']
URMILA GOSWAMI COLLEGE OF NURSING,['Gujarat']
AHMEDABAD PHYSIOTHERAPY COLLEGE,['Gujarat']
"Brahmachariwadi Institute of Sanskrit Studies, Ahmedabad",['Gujarat']
SKUM college of Physiotherapy,['Gujarat']
Parth College of Education,['Gujarat']
SVAYAMBHU INSTITUTE OF NURSING,['Gujarat']
S. V. Commerce College,['Gujarat']
Vision College of Education,['Gujarat']
Smt. S. N. Patel B. Ed. College,['Gujarat']
Shree Mahalaxmi District Institute of Education and Training,['Gujarat']
Shri Mahavir Vidyamandir Trust B.Ed. College,['Gujarat']
College of Applied Sciences and Professional Studies Navsari,['Gujarat']
Jay Jalaram Talimi Snatak Mahavidyala (Gram Nirval Kelavni Mandal trust),['Gujarat']
Siddhi B.Ed college,['Gujarat']
Hiraba B.Ed. College,['Gujarat']
Shah C. K. Municipal Commerce College,['Gujarat']
Varahi Education College,['Gujarat']
GLS Institute of Teacher Education,['Gujarat']
Dharmaj College Of Education Anand,['Gujarat']
Manguba M. Ed. College,['Gujarat']
Swami Vivekanand Education Trust M. Ed. College,['Gujarat']
Shree Matrumandir Group of Colleges,['Gujarat']
Shri Sarvajanik Kelavani Mandal Group Of Institutions,['Gujarat']
Chaudhari Group Of Colleges,['Gujarat']
J & D Institute of Nursing,['Gujarat']
Shri Sanket Patel Memorial Nursing College,['Gujarat']
Gyanmanjari Innovative University,['Gujarat']
"Ahmedabad Institute of Hospitality Management, Ahmedabad",['Gujarat']
Shree Swaminarayan College of Commerce and Management,['Gujarat']
RH Patel Institute of Management,['Gujarat']
Merchant Science College,['Gujarat']
J.B DharukaWala Mahila Arts College,['Gujarat']
Sir K P College of Commerce,['Gujarat']
P D Pandya Mahila Commerce College,['Gujarat']
Smt. A.P. Patel Arts and Late Shree N.P. Patel Commerce College,['Gujarat']
"Akhand Anand Arts & Commerce College (AAACC), Surat",['Gujarat']
"IBMR Business School (IBMR), Ahmedabad",['Gujarat']
UPL University of Sustainable Technology,['Gujarat']
S.M.Patel College Of Home Science,['Gujarat']
A V Patel Commerce College,['Gujarat']
"Adiwasi Arts and Commerce College (AACC), Panchmahal",['Gujarat']
Shree P.K.Chaudhari Mahila Arts College,['Gujarat']
